Observation ID,Common Name,Scientific Name,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Country/Region,Habitat Type,Conservation Status
685,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.58,115.4,Adult,Male,Sierra Leone,Swamps,Critically Endangered
726,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.44,121.4,Adult,Male,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered
731,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.43,107.8,Adult,Female,Nigeria,Swamps,Critically Endangered
757,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,0.53,40.3,Hatchling,Female,Ghana,Shaded Forest Rivers,Critically Endangered
769,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,1.99,75.9,Subadult,Female,Sierra Leone,Swamps,Critically Endangered
815,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,3.07,183.9,Adult,Unknown,Ghana,Shaded Forest Rivers,Critically Endangered
834,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,3.22,187.6,Adult,Male,Côte d'Ivoire,Swamps,Critically Endangered
864,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.48,122.3,Adult,Male,Nigeria,Shaded Forest Rivers,Critically Endangered
870,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.62,120.6,Adult,Unknown,Côte d'Ivoire,Swamps,Critically Endangered
896,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,0.61,44.6,Hatchling,Unknown,Nigeria,Shaded Forest Rivers,Critically Endangered
906,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,1.89,77.0,Juvenile,Male,Guinea,Swamps,Critically Endangered
920,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.76,137.8,Subadult,Unknown,Sierra Leone,Shaded Forest Rivers,Critically Endangered
921,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.53,120.8,Adult,Male,Nigeria,Swamps,Critically Endangered
925,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.79,138.1,Adult,Male,Guinea,Swamps,Critically Endangered
945,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,3.21,219.8,Adult,Female,Sierra Leone,Swamps,Critically Endangered
947,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,3.06,185.2,Adult,Unknown,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered
961,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,1.48,63.6,Juvenile,Unknown,Nigeria,Swamps,Critically Endangered
966,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,1.93,76.0,Juvenile,Male,Guinea,Swamps,Critically Endangered
970,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.84,138.2,Subadult,Unknown,Guinea,Swamps,Critically Endangered
993,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.26,88.5,Adult,Male,Nigeria,Shaded Forest Rivers,Critically Endangered
998,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.34,93.5,Adult,Male,Côte d'Ivoire,Swamps,Critically Endangered
999,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.82,147.6,Adult,Male,Sierra Leone,Shaded Forest Rivers,Critically Endangered
70,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,1.85,67.3,Subadult,Male,Cameroon,Swamps,Endangered
72,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,1.2,38.0,Juvenile,Unknown,Congo Basin Countries,Swamps,Endangered
79,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,1.69,63.7,Juvenile,Female,Gabon,Forest Rivers,Endangered
86,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,0.79,34.2,Juvenile,Unknown,Congo Basin Countries,Swamps,Endangered
141,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.5,120.6,Subadult,Unknown,Congo Basin Countries,Swamps,Endangered
145,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.36,87.9,Adult,Unknown,Congo Basin Countries,Forest Rivers,Endangered
180,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,1.12,41.7,Juvenile,Female,Cameroon,Forest Rivers,Endangered
186,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,0.5,26.4,Hatchling,Female,Cameroon,Forest Rivers,Endangered
213,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.61,134.2,Subadult,Male,Gabon,Swamps,Endangered
218,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,0.33,32.6,Hatchling,Female,Congo Basin Countries,Swamps,Endangered
228,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,1.79,66.7,Juvenile,Male,Gabon,Swamps,Endangered
253,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.86,164.1,Adult,Female,Gabon,Forest Rivers,Endangered
276,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.69,125.4,Adult,Unknown,Congo Basin Countries,Forest Rivers,Endangered
293,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,3.06,180.7,Adult,Unknown,Congo Basin Countries,Forest Rivers,Endangered
305,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.06,75.7,Subadult,Male,Cameroon,Forest Rivers,Endangered
314,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,0.79,33.9,Juvenile,Male,Congo Basin Countries,Forest Rivers,Endangered
329,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,0.72,33.5,Juvenile,Male,Congo Basin Countries,Forest Rivers,Endangered
347,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.1,87.2,Adult,Male,Congo Basin Countries,Swamps,Endangered
357,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.64,129.9,Adult,Female,Gabon,Swamps,Endangered
367,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.08,88.4,Adult,Female,Congo Basin Countries,Swamps,Endangered
374,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.22,95.0,Subadult,Male,Congo Basin Countries,Forest Rivers,Endangered
384,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.72,155.3,Adult,Female,Congo Basin Countries,Forest Rivers,Endangered
438,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,1.13,40.5,Juvenile,Female,Congo Basin Countries,Swamps,Endangered
447,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.55,114.9,Adult,Unknown,Cameroon,Forest Rivers,Endangered
452,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.2,79.3,Subadult,Female,Cameroon,Swamps,Endangered
470,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,0.7,33.4,Juvenile,Unknown,Cameroon,Swamps,Endangered
489,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.29,88.5,Subadult,Female,Cameroon,Swamps,Endangered
492,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,1.98,81.8,Subadult,Male,Congo Basin Countries,Forest Rivers,Endangered
493,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.74,124.0,Adult,Male,Cameroon,Swamps,Endangered
500,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.67,133.4,Adult,Male,Congo Basin Countries,Forest Rivers,Endangered
501,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.24,99.8,Subadult,Male,Congo Basin Countries,Forest Rivers,Endangered
503,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.4,98.0,Subadult,Female,Gabon,Swamps,Endangered
520,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.67,143.2,Adult,Male,Cameroon,Swamps,Endangered
540,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.41,106.9,Adult,Male,Cameroon,Forest Rivers,Endangered
569,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,0.47,34.5,Hatchling,Male,Congo Basin Countries,Forest Rivers,Endangered
582,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.82,160.9,Adult,Unknown,Gabon,Forest Rivers,Endangered
607,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,1.95,80.8,Subadult,Female,Gabon,Forest Rivers,Endangered
640,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.68,134.5,Adult,Unknown,Cameroon,Swamps,Endangered
680,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.51,103.1,Adult,Unknown,Congo Basin Countries,Forest Rivers,Endangered
712,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,1.6,56.3,Juvenile,Male,Congo Basin Countries,Forest Rivers,Endangered
778,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,3.0,190.5,Adult,Male,Cameroon,Swamps,Endangered
831,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,1.87,73.6,Juvenile,Female,Gabon,Swamps,Endangered
844,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.52,123.3,Adult,Male,Congo Basin Countries,Swamps,Endangered
854,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.22,83.9,Subadult,Unknown,Congo Basin Countries,Forest Rivers,Endangered
858,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.25,79.1,Adult,Male,Congo Basin Countries,Swamps,Endangered
859,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.35,105.8,Subadult,Unknown,Cameroon,Forest Rivers,Endangered
876,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,1.1,37.7,Juvenile,Male,Congo Basin Countries,Swamps,Endangered
878,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.01,78.2,Adult,Female,Cameroon,Swamps,Endangered
909,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.08,86.9,Adult,Unknown,Cameroon,Forest Rivers,Endangered
915,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.27,88.4,Subadult,Unknown,Congo Basin Countries,Swamps,Endangered
939,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,0.19,25.8,Hatchling,Female,Congo Basin Countries,Forest Rivers,Endangered
946,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.51,111.5,Subadult,Male,Cameroon,Forest Rivers,Endangered
950,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.69,125.3,Adult,Unknown,Cameroon,Forest Rivers,Endangered
955,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,3.02,179.1,Adult,Female,Congo Basin Countries,Swamps,Endangered
969,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,2.65,146.7,Adult,Male,Gabon,Forest Rivers,Endangered
990,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Mecistops,0.35,26.5,Hatchling,Unknown,Cameroon,Forest Rivers,Endangered
8,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,0.35,4.7,Juvenile,Unknown,Central African Republic,Forest Swamps,Data Deficient
23,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.77,36.0,Adult,Male,Congo (DRC),Forest Swamps,Data Deficient
67,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.25,19.3,Subadult,Female,Congo (DRC),Slow Streams,Data Deficient
160,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,0.6,6.9,Juvenile,Female,Congo (DRC),Slow Streams,Data Deficient
173,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.49,26.9,Adult,Female,Congo (DRC),Slow Streams,Data Deficient
177,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.04,13.6,Subadult,Male,Congo (DRC),Slow Streams,Data Deficient
207,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.51,22.3,Adult,Female,Congo (DRC),Slow Streams,Data Deficient
211,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.51,23.7,Adult,Unknown,Central African Republic,Forest Swamps,Data Deficient
227,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.4,22.8,Adult,Male,Congo (DRC),Slow Streams,Data Deficient
243,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.46,23.3,Adult,Unknown,Central African Republic,Forest Swamps,Data Deficient
246,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.42,25.1,Adult,Unknown,Central African Republic,Forest Swamps,Data Deficient
280,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.51,23.7,Adult,Female,Congo (DRC),Forest Swamps,Data Deficient
284,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.31,21.1,Subadult,Unknown,Central African Republic,Slow Streams,Data Deficient
289,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.2,16.9,Adult,Unknown,Central African Republic,Forest Swamps,Data Deficient
291,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.36,20.2,Adult,Male,Congo (DRC),Forest Swamps,Data Deficient
294,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.11,14.6,Subadult,Unknown,Congo (DRC),Forest Swamps,Data Deficient
301,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.35,23.0,Adult,Unknown,Congo (DRC),Forest Swamps,Data Deficient
307,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.12,15.5,Adult,Unknown,Central African Republic,Forest Swamps,Data Deficient
308,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.47,25.1,Subadult,Female,Central African Republic,Forest Swamps,Data Deficient
352,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,0.9,9.0,Juvenile,Female,Congo (DRC),Forest Swamps,Data Deficient
356,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.09,13.9,Subadult,Female,Congo (DRC),Slow Streams,Data Deficient
369,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.28,19.0,Adult,Female,Congo (DRC),Forest Swamps,Data Deficient
380,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,0.84,9.9,Juvenile,Male,Congo (DRC),Forest Swamps,Data Deficient
401,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.73,36.9,Adult,Unknown,Congo (DRC),Forest Swamps,Data Deficient
419,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.52,22.6,Adult,Female,Central African Republic,Forest Swamps,Data Deficient
424,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.51,28.4,Subadult,Female,Congo (DRC),Slow Streams,Data Deficient
445,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.06,11.2,Subadult,Female,Central African Republic,Forest Swamps,Data Deficient
469,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.56,32.2,Adult,Male,Central African Republic,Slow Streams,Data Deficient
475,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.45,23.7,Adult,Male,Congo (DRC),Forest Swamps,Data Deficient
487,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.37,18.9,Subadult,Unknown,Congo (DRC),Slow Streams,Data Deficient
535,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.13,12.3,Subadult,Unknown,Congo (DRC),Slow Streams,Data Deficient
555,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.54,27.4,Adult,Male,Congo (DRC),Slow Streams,Data Deficient
564,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,0.33,5.5,Juvenile,Unknown,Congo (DRC),Forest Swamps,Data Deficient
565,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.35,20.1,Adult,Male,Congo (DRC),Forest Swamps,Data Deficient
570,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.4,24.2,Adult,Male,Congo (DRC),Forest Swamps,Data Deficient
614,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.42,25.3,Adult,Female,Congo (DRC),Forest Swamps,Data Deficient
655,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.52,29.1,Adult,Unknown,Congo (DRC),Forest Swamps,Data Deficient
677,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.38,22.7,Subadult,Female,Congo (DRC),Forest Swamps,Data Deficient
792,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,0.17,4.7,Hatchling,Female,Congo (DRC),Forest Swamps,Data Deficient
793,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.71,38.4,Adult,Unknown,Congo (DRC),Slow Streams,Data Deficient
796,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.41,23.6,Adult,Male,Congo (DRC),Slow Streams,Data Deficient
799,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.15,14.0,Subadult,Unknown,Congo (DRC),Slow Streams,Data Deficient
800,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.06,11.5,Juvenile,Unknown,Congo (DRC),Forest Swamps,Data Deficient
804,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.3,19.0,Subadult,Unknown,Congo (DRC),Slow Streams,Data Deficient
818,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,0.14,4.4,Hatchling,Unknown,Central African Republic,Slow Streams,Data Deficient
847,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.55,29.5,Adult,Female,Central African Republic,Slow Streams,Data Deficient
941,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,1.28,20.5,Subadult,Unknown,Congo (DRC),Slow Streams,Data Deficient
984,Congo Dwarf Crocodile,Osteolaemus osborni,Osteolaemus,0.6,6.8,Juvenile,Male,Central African Republic,Forest Swamps,Data Deficient
11,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.22,15.8,Adult,Male,Liberia,Small Streams,Vulnerable
15,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.32,19.2,Adult,Female,Côte d'Ivoire,Small Streams,Vulnerable
37,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.48,21.9,Adult,Female,Côte d'Ivoire,Small Streams,Vulnerable
63,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.18,12.5,Adult,Female,Cameroon,Small Streams,Vulnerable
87,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.23,13.1,Adult,Unknown,Sierra Leone,Small Streams,Vulnerable
121,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.86,8.1,Juvenile,Female,Guinea,Forest Swamps,Vulnerable
123,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.37,18.1,Adult,Female,Côte d'Ivoire,Forest Swamps,Vulnerable
136,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.57,27.1,Adult,Male,Ghana,Forest Swamps,Vulnerable
149,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.47,21.3,Adult,Male,Côte d'Ivoire,Forest Swamps,Vulnerable
152,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.53,20.3,Adult,Unknown,Ghana,Forest Swamps,Vulnerable
164,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.96,10.8,Subadult,Unknown,Guinea,Small Streams,Vulnerable
169,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.13,12.3,Subadult,Unknown,Cameroon,Forest Swamps,Vulnerable
187,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.03,11.3,Subadult,Female,Guinea,Forest Swamps,Vulnerable
194,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.0,10.0,Adult,Male,Cameroon,Small Streams,Vulnerable
197,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.99,11.7,Adult,Male,Sierra Leone,Forest Swamps,Vulnerable
215,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.93,8.4,Adult,Male,Cameroon,Small Streams,Vulnerable
251,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.24,13.5,Adult,Male,Guinea,Forest Swamps,Vulnerable
256,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.03,10.4,Adult,Unknown,Liberia,Forest Swamps,Vulnerable
266,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.05,11.9,Subadult,Male,Cameroon,Forest Swamps,Vulnerable
277,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.28,15.4,Subadult,Unknown,Ghana,Forest Swamps,Vulnerable
288,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.18,15.7,Adult,Male,Guinea,Small Streams,Vulnerable
296,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.64,25.0,Adult,Male,Ghana,Forest Swamps,Vulnerable
360,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.15,5.4,Hatchling,Male,Sierra Leone,Small Streams,Vulnerable
375,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.78,6.5,Juvenile,Female,Liberia,Small Streams,Vulnerable
406,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.46,5.2,Juvenile,Unknown,Côte d'Ivoire,Forest Swamps,Vulnerable
426,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.31,17.3,Subadult,Unknown,Sierra Leone,Small Streams,Vulnerable
465,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.33,19.7,Adult,Male,Liberia,Small Streams,Vulnerable
509,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.61,25.0,Adult,Female,Cameroon,Forest Swamps,Vulnerable
542,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.97,10.4,Adult,Male,Ghana,Small Streams,Vulnerable
547,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.6,28.3,Adult,Male,Ghana,Forest Swamps,Vulnerable
573,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.01,10.0,Juvenile,Female,Liberia,Forest Swamps,Vulnerable
586,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.09,11.0,Adult,Male,Liberia,Small Streams,Vulnerable
606,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.97,11.3,Subadult,Male,Sierra Leone,Small Streams,Vulnerable
647,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.29,15.6,Adult,Female,Cameroon,Forest Swamps,Vulnerable
661,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.23,4.4,Hatchling,Male,Guinea,Small Streams,Vulnerable
663,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.24,15.1,Adult,Female,Liberia,Forest Swamps,Vulnerable
687,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.29,14.1,Adult,Male,Côte d'Ivoire,Small Streams,Vulnerable
688,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.43,5.0,Juvenile,Unknown,Ghana,Small Streams,Vulnerable
689,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.69,6.4,Juvenile,Unknown,Liberia,Forest Swamps,Vulnerable
741,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.45,19.0,Adult,Male,Liberia,Small Streams,Vulnerable
764,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.31,17.0,Adult,Female,Côte d'Ivoire,Forest Swamps,Vulnerable
774,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.32,14.6,Adult,Female,Sierra Leone,Small Streams,Vulnerable
775,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.04,9.5,Adult,Male,Cameroon,Forest Swamps,Vulnerable
776,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.98,9.4,Subadult,Female,Liberia,Forest Swamps,Vulnerable
777,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.06,10.4,Adult,Male,Cameroon,Small Streams,Vulnerable
779,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.49,25.2,Adult,Unknown,Ghana,Small Streams,Vulnerable
788,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.26,16.9,Adult,Female,Côte d'Ivoire,Forest Swamps,Vulnerable
814,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.34,20.1,Subadult,Male,Liberia,Forest Swamps,Vulnerable
828,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.14,11.1,Adult,Male,Sierra Leone,Small Streams,Vulnerable
852,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.35,19.8,Subadult,Unknown,Côte d'Ivoire,Forest Swamps,Vulnerable
907,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.01,11.6,Subadult,Female,Liberia,Small Streams,Vulnerable
911,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.8,7.7,Juvenile,Male,Liberia,Small Streams,Vulnerable
934,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.3,17.0,Adult,Female,Sierra Leone,Forest Swamps,Vulnerable
935,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.46,18.0,Adult,Female,Guinea,Small Streams,Vulnerable
943,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.01,11.3,Subadult,Male,Côte d'Ivoire,Forest Swamps,Vulnerable
981,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,1.01,11.3,Adult,Female,Sierra Leone,Small Streams,Vulnerable
994,West African Dwarf Crocodile,Osteolaemus tetraspis,Osteolaemus,0.39,4.9,Juvenile,Female,Ghana,Forest Swamps,Vulnerable
